Gene stable ID	Transcript length (including UTRs and CDS)
ENSG00000271862	1589
ENSG00000271868	473
ENSG00000271869	403
ENSG00000271870	494
ENSG00000271871	957
ENSG00000271874	432
ENSG00000271880	3078
ENSG00000271882	411
ENSG00000271886	119
ENSG00000271888	1078
ENSG00000271889	364
ENSG00000271890	1029
ENSG00000271892	430
ENSG00000271893	503
ENSG00000271894	2289
ENSG00000271895	870
ENSG00000271897	430
ENSG00000271898	84
ENSG00000271899	54
ENSG00000271900	104
ENSG00000271901	273
ENSG00000271904	412
ENSG00000271907	129
ENSG00000271911	2055
ENSG00000271913	2682
ENSG00000271914	396
ENSG00000271916	256
ENSG00000271917	1517
ENSG00000271918	1610
ENSG00000271919	556
ENSG00000271922	104
ENSG00000271923	107
ENSG00000271924	117
ENSG00000271926	640
ENSG00000271930	504
ENSG00000271931	504
ENSG00000271932	107
ENSG00000271933	2163
ENSG00000271934	342
ENSG00000271936	1108
ENSG00000271937	612
ENSG00000271938	292
ENSG00000271943	462
ENSG00000271945	786
ENSG00000271947	578
ENSG00000271949	654
ENSG00000271952	461
ENSG00000271955	849
ENSG00000271958	376
ENSG00000271959	2961
ENSG00000271963	392
ENSG00000271964	549
ENSG00000271966	1113
ENSG00000271967	543
ENSG00000271968	1843
ENSG00000271969	434
ENSG00000271971	736
ENSG00000271973	279
ENSG00000271974	136
ENSG00000271976	2583
ENSG00000271977	530
ENSG00000271978	3273
ENSG00000271980	2550
ENSG00000271981	395
ENSG00000271982	66
ENSG00000271983	492
ENSG00000271984	569
ENSG00000271985	124
ENSG00000271986	288
ENSG00000271989	797
ENSG00000271991	545
ENSG00000271992	466
ENSG00000271993	628
ENSG00000271996	564
ENSG00000271998	2436
ENSG00000272000	1657
ENSG00000272002	634
ENSG00000272004	400
ENSG00000272006	112
ENSG00000272008	4127
ENSG00000272009	686
ENSG00000272010	623
ENSG00000272015	83
ENSG00000272017	1000
ENSG00000272020	163
ENSG00000272021	547
ENSG00000272023	395
ENSG00000272024	407
ENSG00000272025	199
ENSG00000272027	617
ENSG00000272028	108
ENSG00000272030	831
ENSG00000272031	3613
ENSG00000272033	1893
ENSG00000272034	91
ENSG00000272036	68
ENSG00000272037	1430
ENSG00000272040	1167
ENSG00000272043	312
ENSG00000272046	3599
ENSG00000272047	7481
ENSG00000272049	587
ENSG00000272050	725
ENSG00000272051	102
ENSG00000272054	3803
ENSG00000272055	107
ENSG00000272056	659
ENSG00000272057	382
ENSG00000272068	3222
ENSG00000272070	3148
ENSG00000272071	541
ENSG00000272072	742
ENSG00000272075	303
ENSG00000272076	572
ENSG00000272077	1953
ENSG00000272078	7923
ENSG00000272079	1269
ENSG00000272080	86
ENSG00000272081	494
ENSG00000272084	3402
ENSG00000272085	214
ENSG00000272086	802
ENSG00000272087	649
ENSG00000272088	382
ENSG00000272092	1098
ENSG00000272094	879
ENSG00000272096	286
ENSG00000272097	1100
ENSG00000272100	391
ENSG00000272101	273
ENSG00000272102	541
ENSG00000272103	2237
ENSG00000272104	408
ENSG00000272106	2038
ENSG00000272108	2086
ENSG00000272109	474
ENSG00000272112	526
ENSG00000272113	90
ENSG00000272114	188
ENSG00000272115	485
ENSG00000272121	1069
ENSG00000272123	453
ENSG00000272128	461
ENSG00000272129	1436
ENSG00000272130	291
ENSG00000272134	91
ENSG00000272137	471
ENSG00000272138	621
ENSG00000272139	377
ENSG00000272140	1031
ENSG00000272141	987
ENSG00000272142	1086
ENSG00000272143	1074
ENSG00000272144	1047
ENSG00000272145	1687
ENSG00000272146	552
ENSG00000272148	480
ENSG00000272149	305
ENSG00000272150	3827
ENSG00000272153	531
ENSG00000272154	587
ENSG00000272155	445
ENSG00000272156	732
ENSG00000272157	490
ENSG00000272158	443
ENSG00000272159	695
ENSG00000272160	135
ENSG00000272161	493
ENSG00000272162	1589
ENSG00000272163	2553
ENSG00000272164	481
ENSG00000272166	64
ENSG00000272167	2011
ENSG00000272168	4461
ENSG00000272170	409
ENSG00000272172	223
ENSG00000272173	1097
ENSG00000272175	280
ENSG00000272180	1275
ENSG00000272181	418
ENSG00000272182	561
ENSG00000272183	649
ENSG00000272186	325
ENSG00000272189	1894
ENSG00000272192	580
ENSG00000272195	1739
ENSG00000272196	564
ENSG00000272197	307
ENSG00000272202	1159
ENSG00000272203	753
ENSG00000272205	682
ENSG00000272209	1143
ENSG00000272211	2065
ENSG00000272215	63
ENSG00000272217	594
ENSG00000272218	432
ENSG00000272219	1779
ENSG00000272220	118
ENSG00000272221	1207
ENSG00000272223	509
ENSG00000272226	535
ENSG00000272230	111
ENSG00000272232	299
ENSG00000272234	604
ENSG00000272235	3461
ENSG00000272236	243
ENSG00000272237	114
ENSG00000272239	237
ENSG00000272240	541
ENSG00000272243	618
ENSG00000272247	679
ENSG00000272248	490
ENSG00000272249	545
ENSG00000272253	107
ENSG00000272254	437
ENSG00000272255	543
ENSG00000272256	710
ENSG00000272259	3408
ENSG00000272262	100
ENSG00000272263	510
ENSG00000272264	577
ENSG00000272265	461
ENSG00000272267	1377
ENSG00000272269	1088
ENSG00000272273	527
ENSG00000272274	1668
ENSG00000272275	393
ENSG00000272277	850
ENSG00000272279	548
ENSG00000272281	3746
ENSG00000272282	1096
ENSG00000272288	718
ENSG00000272293	630
ENSG00000272295	1101
ENSG00000272296	79
ENSG00000272297	700
ENSG00000272298	240
ENSG00000272301	481
ENSG00000272304	552
ENSG00000272305	823
ENSG00000272308	479
ENSG00000272311	540
ENSG00000272312	441
ENSG00000272316	5352
ENSG00000272319	135
ENSG00000272320	1989
ENSG00000272321	2622
ENSG00000272323	1565
ENSG00000272324	377
ENSG00000272325	9905
ENSG00000272328	557
ENSG00000272329	1265
ENSG00000272330	158
ENSG00000272333	8469
ENSG00000272334	556
ENSG00000272335	2517
ENSG00000272337	106
ENSG00000272338	577
ENSG00000272341	2538
ENSG00000272342	577
ENSG00000272343	486
ENSG00000272344	72
ENSG00000272345	887
ENSG00000272346	112
ENSG00000272347	1585
ENSG00000272351	119
ENSG00000272354	376
ENSG00000272356	4315
ENSG00000272359	133
ENSG00000272360	462
ENSG00000272361	599
ENSG00000272362	526
ENSG00000272366	239
ENSG00000272368	698
ENSG00000272369	448
ENSG00000272370	514
ENSG00000272371	456
ENSG00000272372	1639
ENSG00000272374	4261
ENSG00000272375	645
ENSG00000272379	473
ENSG00000272380	139
ENSG00000272381	2246
ENSG00000272382	920
ENSG00000272383	1036
ENSG00000272384	860
ENSG00000272386	399
ENSG00000272387	135
ENSG00000272391	5835
ENSG00000272393	104
ENSG00000272395	1637
ENSG00000272396	459
ENSG00000272397	2144
ENSG00000272398	2513
ENSG00000272400	343
ENSG00000272402	405
ENSG00000272405	3222
ENSG00000272406	548
ENSG00000272407	292
ENSG00000272410	2831
ENSG00000272411	314
ENSG00000272412	297
ENSG00000272414	3029
ENSG00000272416	759
ENSG00000272417	441
ENSG00000272418	369
ENSG00000272419	3389
ENSG00000272420	568
ENSG00000272425	2172
ENSG00000272426	438
ENSG00000272428	391
ENSG00000272430	551
ENSG00000272431	547
ENSG00000272432	485
ENSG00000272434	391
ENSG00000272435	119
ENSG00000272436	298
ENSG00000272438	351
ENSG00000272439	107
ENSG00000272440	215
ENSG00000272442	3513
ENSG00000272443	555
ENSG00000272444	648
ENSG00000272445	102
ENSG00000272446	1188
ENSG00000272447	1701
ENSG00000272449	1531
ENSG00000272455	1523
ENSG00000272456	1003
ENSG00000272457	500
ENSG00000272458	94
ENSG00000272459	541
ENSG00000272460	82
ENSG00000272461	657
ENSG00000272462	4130
ENSG00000272463	2814
ENSG00000272465	701
ENSG00000272468	565
ENSG00000272469	270
ENSG00000272472	1384
ENSG00000272473	861
ENSG00000272474	78
ENSG00000272476	2574
ENSG00000272477	956
ENSG00000272478	222
ENSG00000272479	594
ENSG00000272480	391
ENSG00000272482	345
ENSG00000272483	596
ENSG00000272485	2436
ENSG00000272489	1595
ENSG00000272491	1674
ENSG00000272494	931
ENSG00000272498	564
ENSG00000272501	2838
ENSG00000272502	1141
ENSG00000272505	2860
ENSG00000272506	618
ENSG00000272507	100
ENSG00000272508	1238
ENSG00000272509	462
ENSG00000272510	346
ENSG00000272512	2086
ENSG00000272514	2580
ENSG00000272515	1328
ENSG00000272516	584
ENSG00000272518	917
ENSG00000272519	147
ENSG00000272523	436
ENSG00000272525	744
ENSG00000272529	551
ENSG00000272532	1684
ENSG00000272533	126
ENSG00000272536	284
ENSG00000272537	190
ENSG00000272540	773
ENSG00000272541	578
ENSG00000272542	977
ENSG00000272543	84
ENSG00000272545	580
ENSG00000272549	4569
ENSG00000272551	813
ENSG00000272554	809
ENSG00000272555	455
ENSG00000272556	10247
ENSG00000272558	354
ENSG00000272559	901
ENSG00000272562	490
ENSG00000272563	3443
ENSG00000272564	449
ENSG00000272566	610
ENSG00000272567	349
ENSG00000272568	3695
ENSG00000272569	624
ENSG00000272572	1637
ENSG00000272573	721
ENSG00000272574	505
ENSG00000272575	978
ENSG00000272576	610
ENSG00000272578	5004
ENSG00000272582	814
ENSG00000272583	464
ENSG00000272588	719
ENSG00000272589	1460
ENSG00000272592	497
ENSG00000272593	556
ENSG00000272595	3547
ENSG00000272597	533
ENSG00000272599	833
ENSG00000272600	373
ENSG00000272601	450
ENSG00000272602	2911
ENSG00000272603	372
ENSG00000272604	2578
ENSG00000272606	465
ENSG00000272609	474
ENSG00000272610	2567
ENSG00000272613	632
ENSG00000272617	887
ENSG00000272619	331
ENSG00000272620	6795
ENSG00000272622	584
ENSG00000272625	720
ENSG00000272626	477
ENSG00000272627	493
ENSG00000272629	2458
ENSG00000272630	3005
ENSG00000272631	6545
ENSG00000272632	454
ENSG00000272634	2853
ENSG00000272635	924
ENSG00000272636	6048
ENSG00000272638	741
ENSG00000272639	564
ENSG00000272642	1529
ENSG00000272644	456
ENSG00000272645	2966
ENSG00000272646	427
ENSG00000272647	830
ENSG00000272650	298
ENSG00000272654	1418
ENSG00000272655	1422
ENSG00000272656	348
ENSG00000272657	641
ENSG00000272660	140
ENSG00000272661	574
ENSG00000272662	504
ENSG00000272663	555
ENSG00000272664	948
ENSG00000272666	602
ENSG00000272667	630
ENSG00000272668	7134
ENSG00000272669	491
ENSG00000272670	6048
ENSG00000272672	547
ENSG00000272674	5001
ENSG00000272676	300
ENSG00000272677	619
ENSG00000272678	391
ENSG00000272679	561
ENSG00000272681	713
ENSG00000272682	1514
ENSG00000272685	942
ENSG00000272686	2099
ENSG00000272688	686
ENSG00000272689	331
ENSG00000272690	1268
ENSG00000272691	243
ENSG00000272692	1890
ENSG00000272693	1962
ENSG00000272694	910
ENSG00000272695	1952
ENSG00000272696	573
ENSG00000272699	497
ENSG00000272701	4118
ENSG00000272702	2744
ENSG00000272703	400
ENSG00000272707	160
ENSG00000272710	222
ENSG00000272711	1333
ENSG00000272712	1243
ENSG00000272714	381
ENSG00000272715	383
ENSG00000272716	712
ENSG00000272717	845
ENSG00000272718	943
ENSG00000272719	515
ENSG00000272720	1433
ENSG00000272721	362
ENSG00000272727	1151
ENSG00000272729	1553
ENSG00000272732	1655
ENSG00000272733	1081
ENSG00000272734	3822
ENSG00000272735	607
ENSG00000272736	583
ENSG00000272741	708
ENSG00000272742	664
ENSG00000272744	634
ENSG00000272745	672
ENSG00000272746	611
ENSG00000272748	521
ENSG00000272750	2646
ENSG00000272751	940
ENSG00000272752	3634
ENSG00000272754	1365
ENSG00000272755	565
ENSG00000272758	1152
ENSG00000272760	963
ENSG00000272762	547
ENSG00000272763	1270
ENSG00000272764	276
ENSG00000272765	1256
ENSG00000272767	1335
ENSG00000272768	1441
ENSG00000272769	1682
ENSG00000272770	626
ENSG00000272772	483
ENSG00000272774	532
ENSG00000272777	870
ENSG00000272779	1121
ENSG00000272783	289
ENSG00000272784	634
ENSG00000272787	663
ENSG00000272788	650
ENSG00000272789	852
ENSG00000272791	935
ENSG00000272793	709
ENSG00000272795	364
ENSG00000272797	445
ENSG00000272798	604
ENSG00000272799	534
ENSG00000272800	1082
ENSG00000272801	368
ENSG00000272803	673
ENSG00000272804	1578
ENSG00000272805	1042
ENSG00000272807	740
ENSG00000272808	5068
ENSG00000272810	517
ENSG00000272812	574
ENSG00000272813	1189
ENSG00000272814	274
ENSG00000272815	3243
ENSG00000272817	571
ENSG00000272821	855
ENSG00000272822	939
ENSG00000272823	536
ENSG00000272824	442
ENSG00000272825	652
ENSG00000272829	395
ENSG00000272831	557
ENSG00000272832	403
ENSG00000272834	443
ENSG00000272835	1567
ENSG00000272836	478
ENSG00000272837	469
ENSG00000272839	617
ENSG00000272840	373
ENSG00000272841	2025
ENSG00000272842	560
ENSG00000272843	708
ENSG00000272844	707
ENSG00000272848	4107
ENSG00000272849	572
ENSG00000272851	564
ENSG00000272853	999
ENSG00000272854	501
ENSG00000272855	463
ENSG00000272856	491
ENSG00000272857	2458
ENSG00000272858	749
ENSG00000272861	391
ENSG00000272862	497
ENSG00000272864	565
ENSG00000272865	475
ENSG00000272866	615
ENSG00000272870	1921
ENSG00000272871	1269
ENSG00000272872	694
ENSG00000272874	1672
ENSG00000272877	366
ENSG00000272880	557
ENSG00000272882	864
ENSG00000272884	5553
ENSG00000272885	420
ENSG00000272886	5994
ENSG00000272887	3730
ENSG00000272888	2683
ENSG00000272892	1222
ENSG00000272894	1578
ENSG00000272895	736
ENSG00000272896	735
ENSG00000272897	872
ENSG00000272899	3902
ENSG00000272900	940
ENSG00000272901	1567
ENSG00000272902	2478
ENSG00000272904	635
ENSG00000272905	668
ENSG00000272906	989
ENSG00000272907	709
ENSG00000272908	1968
ENSG00000272909	1870
ENSG00000272910	501
ENSG00000272911	303
ENSG00000272912	820
ENSG00000272913	1594
ENSG00000272914	1560
ENSG00000272915	364
ENSG00000272916	5818
ENSG00000272917	615
ENSG00000272918	2646
ENSG00000272920	105
ENSG00000272921	818
ENSG00000272922	467
ENSG00000272923	754
ENSG00000272927	737
ENSG00000272931	695
ENSG00000272933	1349
ENSG00000272934	469
ENSG00000272936	561
ENSG00000272937	4384
ENSG00000272940	448
ENSG00000272941	1145
ENSG00000272942	747
ENSG00000272944	1949
ENSG00000272945	586
ENSG00000272948	714
ENSG00000272949	3569
ENSG00000272950	578
ENSG00000272953	632
ENSG00000272954	430
ENSG00000272958	510
ENSG00000272963	733
ENSG00000272966	462
ENSG00000272967	439
ENSG00000272968	1001
ENSG00000272969	778
ENSG00000272970	701
ENSG00000272971	547
ENSG00000272973	613
ENSG00000272975	2274
ENSG00000272977	3754
ENSG00000272979	430
ENSG00000272980	5310
ENSG00000272982	118
ENSG00000272983	7063
ENSG00000272984	532
ENSG00000272986	745
ENSG00000272987	985
ENSG00000272988	744
ENSG00000272989	1725
ENSG00000272990	508
ENSG00000272991	431
ENSG00000272994	3449
ENSG00000272995	565
ENSG00000273000	3041
ENSG00000273001	578
ENSG00000273002	2157
ENSG00000273003	2392
ENSG00000273004	752
ENSG00000273006	282
ENSG00000273007	1709
ENSG00000273008	1511
ENSG00000273010	1348
ENSG00000273011	678
ENSG00000273012	251
ENSG00000273013	594
ENSG00000273014	472
ENSG00000273015	9730
ENSG00000273017	452
ENSG00000273018	4735
ENSG00000273024	2019
ENSG00000273025	1902
ENSG00000273026	415
ENSG00000273027	460
ENSG00000273032	3724
ENSG00000273033	5476
ENSG00000273035	477
ENSG00000273036	871
ENSG00000273038	2057
ENSG00000273040	709
ENSG00000273041	1073
ENSG00000273044	484
ENSG00000273045	1667
ENSG00000273046	1389
ENSG00000273047	446
ENSG00000273049	777
ENSG00000273051	899
ENSG00000273055	625
ENSG00000273056	584
ENSG00000273058	543
ENSG00000273059	430
ENSG00000273061	463
ENSG00000273062	1980
ENSG00000273063	338
ENSG00000273064	979
ENSG00000273066	4244
ENSG00000273068	364
ENSG00000273069	387
ENSG00000273073	580
ENSG00000273076	416
ENSG00000273077	303
ENSG00000273079	30355
ENSG00000273080	460
ENSG00000273082	345
ENSG00000273083	372
ENSG00000273084	942
ENSG00000273085	926
ENSG00000273086	1032
ENSG00000273088	753
ENSG00000273090	478
ENSG00000273091	676
ENSG00000273092	1381
ENSG00000273093	533
ENSG00000273096	183
ENSG00000273098	1105
ENSG00000273100	980
ENSG00000273102	591
ENSG00000273104	388
ENSG00000273106	1235
ENSG00000273107	273
ENSG00000273108	1432
ENSG00000273110	681
ENSG00000273111	2026
ENSG00000273112	553
ENSG00000273113	805
ENSG00000273115	312
ENSG00000273117	1624
ENSG00000273118	433
ENSG00000273119	697
ENSG00000273122	632
ENSG00000273123	549
ENSG00000273124	234
ENSG00000273125	1487
ENSG00000273129	825
ENSG00000273132	312
ENSG00000273133	556
ENSG00000273136	4602
ENSG00000273137	640
ENSG00000273138	355
ENSG00000273139	465
ENSG00000273141	512
ENSG00000273142	3441
ENSG00000273143	488
ENSG00000273144	928
ENSG00000273145	1207
ENSG00000273148	1539
ENSG00000273149	588
ENSG00000273151	6758
ENSG00000273153	250
ENSG00000273154	3119
ENSG00000273155	669
ENSG00000273156	665
ENSG00000273160	303
ENSG00000273162	977
ENSG00000273164	495
ENSG00000273165	448
ENSG00000273167	4157
ENSG00000273171	851
ENSG00000273172	1185
ENSG00000273173	796
ENSG00000273174	565
ENSG00000273175	535
ENSG00000273176	385
ENSG00000273177	430
ENSG00000273179	397
ENSG00000273180	554
ENSG00000273181	620
ENSG00000273183	679
ENSG00000273184	707
ENSG00000273186	409
ENSG00000273188	679
ENSG00000273189	1421
ENSG00000273192	2349
ENSG00000273194	1189
ENSG00000273196	73
ENSG00000273198	532
ENSG00000273199	879
ENSG00000273200	2458
ENSG00000273203	2855
ENSG00000273204	429
ENSG00000273209	768
ENSG00000273210	456
ENSG00000273211	479
ENSG00000273212	460
ENSG00000273213	1901
ENSG00000273214	691
ENSG00000273216	477
ENSG00000273217	6393
ENSG00000273218	1769
ENSG00000273219	305
ENSG00000273221	647
ENSG00000273225	404
ENSG00000273226	546
ENSG00000273228	315
ENSG00000273230	3026
ENSG00000273232	533
ENSG00000273233	426
ENSG00000273234	930
ENSG00000273238	2421
ENSG00000273240	598
ENSG00000273243	473
ENSG00000273244	875
ENSG00000273245	531
ENSG00000273247	5334
ENSG00000273248	354
ENSG00000273249	819
ENSG00000273252	375
ENSG00000273253	1001
ENSG00000273254	636
ENSG00000273255	546
ENSG00000273257	323
ENSG00000273258	358
ENSG00000273259	3067
ENSG00000273261	699
ENSG00000273262	521
ENSG00000273264	366
ENSG00000273265	415
ENSG00000273267	462
ENSG00000273269	983
ENSG00000273270	7054
ENSG00000273271	520
ENSG00000273272	362
ENSG00000273274	12834
ENSG00000273275	700
ENSG00000273284	1003
ENSG00000273286	632
ENSG00000273287	1313
ENSG00000273289	468
ENSG00000273291	950
ENSG00000273293	222
ENSG00000273294	3424
ENSG00000273295	5637
ENSG00000273297	889
ENSG00000273299	371
ENSG00000273300	427
ENSG00000273301	5141
ENSG00000273302	791
ENSG00000273305	501
ENSG00000273306	626
ENSG00000273308	349
ENSG00000273311	2214
ENSG00000273312	2153
ENSG00000273313	514
ENSG00000273314	2198
ENSG00000273319	3198
ENSG00000273320	847
ENSG00000273321	562
ENSG00000273323	372
ENSG00000273325	449
ENSG00000273326	1096
ENSG00000273327	925
ENSG00000273328	3605
ENSG00000273329	7083
ENSG00000273330	186
ENSG00000273331	964
ENSG00000273333	662
ENSG00000273335	586
ENSG00000273336	533
ENSG00000273338	209
ENSG00000273340	1157
ENSG00000273341	733
ENSG00000273342	441
ENSG00000273343	631
ENSG00000273344	2256
ENSG00000273345	1744
ENSG00000273348	407
ENSG00000273350	401
ENSG00000273353	321
ENSG00000273355	483
ENSG00000273356	2060
ENSG00000273360	559
ENSG00000273361	477
ENSG00000273362	661
ENSG00000273363	542
ENSG00000273365	729
ENSG00000273366	659
ENSG00000273367	626
ENSG00000273368	513
ENSG00000273369	441
ENSG00000273370	535
ENSG00000273372	5001
ENSG00000273373	2850
ENSG00000273374	3360
ENSG00000273375	670
ENSG00000273377	916
ENSG00000273381	4125
ENSG00000273382	2888
ENSG00000273384	577
ENSG00000273387	1410
ENSG00000273388	523
ENSG00000273391	535
ENSG00000273394	566
ENSG00000273396	527
ENSG00000273397	1256
ENSG00000273398	2306
ENSG00000273399	561
ENSG00000273402	625
ENSG00000273403	526
ENSG00000273406	476
ENSG00000273407	350
ENSG00000273408	904
ENSG00000273409	503
ENSG00000273413	465
ENSG00000273415	1584
ENSG00000273416	430
ENSG00000273419	4093
ENSG00000273420	511
ENSG00000273423	1264
ENSG00000273424	442
ENSG00000273428	704
ENSG00000273431	1000
ENSG00000273432	2076
ENSG00000273433	919
ENSG00000273434	188
ENSG00000273437	335
ENSG00000273442	756
ENSG00000273443	829
ENSG00000273444	167
ENSG00000273445	540
ENSG00000273447	700
ENSG00000273448	1337
ENSG00000273449	927
ENSG00000273450	421
ENSG00000273451	1006
ENSG00000273454	552
ENSG00000273455	439
ENSG00000273456	673
ENSG00000273457	1637
ENSG00000273461	459
ENSG00000273464	426
ENSG00000273466	759
ENSG00000273471	1528
ENSG00000273472	1394
ENSG00000273473	572
ENSG00000273474	345
ENSG00000273476	448
ENSG00000273481	481
ENSG00000273483	643
ENSG00000273484	300
ENSG00000273485	657
ENSG00000273486	1684
ENSG00000273487	1293
ENSG00000273489	3731
ENSG00000273492	1979
ENSG00000273493	154
ENSG00000273494	2649
ENSG00000273495	1139
ENSG00000273496	1468
ENSG00000273497	194
ENSG00000273498	1637
ENSG00000273499	128
ENSG00000273500	109
ENSG00000273501	107
ENSG00000273502	1833
ENSG00000273505	945
ENSG00000273506	1161
ENSG00000273507	716
ENSG00000273508	1110
ENSG00000273509	906
ENSG00000273510	1572
ENSG00000273511	2061
ENSG00000273512	275
ENSG00000273513	2116
ENSG00000273514	2034
ENSG00000273515	187
ENSG00000273516	146
ENSG00000273517	1101
ENSG00000273518	1863
ENSG00000273519	107
ENSG00000273520	2281
ENSG00000273521	1098
ENSG00000273522	1049
ENSG00000273523	3433
ENSG00000273524	258
ENSG00000273525	123
ENSG00000273526	1850
ENSG00000273528	2127
ENSG00000273529	1501
ENSG00000273532	71
ENSG00000273533	1816
ENSG00000273535	1628
ENSG00000273536	301
ENSG00000273537	100
ENSG00000273538	132
ENSG00000273539	439
ENSG00000273540	9710
ENSG00000273541	342
ENSG00000273542	312
ENSG00000273544	132
ENSG00000273546	183
ENSG00000273549	260
ENSG00000273550	635
ENSG00000273551	531
ENSG00000273552	862
ENSG00000273553	341
ENSG00000273554	3571
ENSG00000273555	64
ENSG00000273557	335
ENSG00000273558	1837
ENSG00000273559	3234
ENSG00000273562	2515
ENSG00000273564	4705
ENSG00000273565	490
ENSG00000273566	280
ENSG00000273567	1288
ENSG00000273568	287
ENSG00000273569	1320
ENSG00000273570	126
ENSG00000273571	172
ENSG00000273572	3635
ENSG00000273573	280
ENSG00000273574	1919
ENSG00000273575	1792
ENSG00000273576	645
ENSG00000273578	1419
ENSG00000273579	1710
ENSG00000273580	682
ENSG00000273582	359
ENSG00000273584	552
ENSG00000273585	489
ENSG00000273586	944
ENSG00000273587	127
ENSG00000273588	469
ENSG00000273589	297
ENSG00000273590	1863
ENSG00000273591	250
ENSG00000273592	3039
ENSG00000273593	52
ENSG00000273594	3718
ENSG00000273595	722
ENSG00000273596	200
ENSG00000273597	1653
ENSG00000273598	621
ENSG00000273599	5428
ENSG00000273600	484
ENSG00000273601	68
ENSG00000273603	1323
ENSG00000273604	3719
ENSG00000273605	890
ENSG00000273606	59
ENSG00000273607	1171
ENSG00000273608	7058
ENSG00000273609	111
ENSG00000273610	297
ENSG00000273611	4420
ENSG00000273612	58
ENSG00000273613	67
ENSG00000273614	128
ENSG00000273616	1579
ENSG00000273618	1686
ENSG00000273619	668
ENSG00000273621	180
ENSG00000273622	875
ENSG00000273623	152
ENSG00000273624	107
ENSG00000273627	58
ENSG00000273628	329
ENSG00000273629	62
ENSG00000273633	861
ENSG00000273634	737
ENSG00000273635	576
ENSG00000273636	165
ENSG00000273637	2171
ENSG00000273639	590
ENSG00000273640	327
ENSG00000273641	518
ENSG00000273642	353
ENSG00000273643	3595
ENSG00000273644	446
ENSG00000273645	6710
ENSG00000273648	100
ENSG00000273650	429
ENSG00000273651	6093
ENSG00000273654	1669
ENSG00000273655	327
ENSG00000273656	4314
ENSG00000273657	67
ENSG00000273658	182
ENSG00000273659	543
ENSG00000273660	237
ENSG00000273661	1371
ENSG00000273664	424
ENSG00000273666	2127
ENSG00000273668	226
ENSG00000273669	663
ENSG00000273670	183
ENSG00000273673	711
ENSG00000273674	2398
ENSG00000273675	824
ENSG00000273677	137
ENSG00000273679	1835
ENSG00000273680	651
ENSG00000273681	574
ENSG00000273682	129
ENSG00000273686	2400
ENSG00000273687	332
ENSG00000273688	663
ENSG00000273691	1049
ENSG00000273692	666
ENSG00000273693	586
ENSG00000273694	145
ENSG00000273696	996
ENSG00000273698	265
ENSG00000273700	68
ENSG00000273701	217
ENSG00000273702	1162
ENSG00000273703	381
ENSG00000273704	362
ENSG00000273706	3425
ENSG00000273707	2051
ENSG00000273709	191
ENSG00000273710	286
ENSG00000273711	2017
ENSG00000273712	271
ENSG00000273713	1032
ENSG00000273715	1073
ENSG00000273716	78
ENSG00000273717	261
ENSG00000273719	418
ENSG00000273720	385
ENSG00000273721	187
ENSG00000273722	2412
ENSG00000273723	975
ENSG00000273724	337
ENSG00000273725	285
ENSG00000273726	1031
ENSG00000273727	162
ENSG00000273728	267
ENSG00000273729	3487
ENSG00000273730	153
ENSG00000273731	386
ENSG00000273732	503
ENSG00000273733	491
ENSG00000273734	1268
ENSG00000273735	1033
ENSG00000273736	407
ENSG00000273737	393
ENSG00000273738	2431
ENSG00000273739	90
ENSG00000273740	1351
ENSG00000273741	474
ENSG00000273742	95
ENSG00000273744	87
ENSG00000273745	60
ENSG00000273746	1203
ENSG00000273747	688
ENSG00000273748	372
ENSG00000273749	6793
ENSG00000273750	127
ENSG00000273752	107
ENSG00000273753	1053
ENSG00000273755	2014
ENSG00000273756	1816
ENSG00000273757	165
ENSG00000273758	63
ENSG00000273759	677
ENSG00000273760	826
ENSG00000273761	5573
ENSG00000273762	456
ENSG00000273763	2124
ENSG00000273764	76
ENSG00000273765	458
ENSG00000273767	76
ENSG00000273768	164
ENSG00000273769	1392
ENSG00000273770	94
ENSG00000273771	2797
ENSG00000273772	1550
ENSG00000273773	76
ENSG00000273775	1863
ENSG00000273776	89
ENSG00000273777	2119
ENSG00000273778	87
ENSG00000273780	5964
ENSG00000273782	75
ENSG00000273783	1130
ENSG00000273784	825
ENSG00000273785	1488
ENSG00000273786	684
ENSG00000273788	216
ENSG00000273791	555
ENSG00000273792	1312
ENSG00000273793	4480
ENSG00000273794	1600
ENSG00000273796	561
ENSG00000273797	527
ENSG00000273799	584
ENSG00000273800	112
ENSG00000273802	1534
ENSG00000273804	109
ENSG00000273805	1315
ENSG00000273806	109
ENSG00000273807	1547
ENSG00000273808	712
ENSG00000273812	625
ENSG00000273813	283
ENSG00000273814	4995
ENSG00000273816	232
ENSG00000273818	237
ENSG00000273819	1102
ENSG00000273820	2618
ENSG00000273821	462
ENSG00000273822	16631
ENSG00000273824	1407
ENSG00000273825	1892
ENSG00000273827	1034
ENSG00000273828	594
ENSG00000273829	288
ENSG00000273830	79
ENSG00000273831	2769
ENSG00000273833	1205
ENSG00000273835	82
ENSG00000273836	65
ENSG00000273837	454
ENSG00000273838	530
ENSG00000273839	258
ENSG00000273840	3336
ENSG00000273841	1461
ENSG00000273843	1338
ENSG00000273844	177
ENSG00000273845	113
ENSG00000273846	320
ENSG00000273847	1856
ENSG00000273849	481
ENSG00000273850	5803
ENSG00000273851	1947
ENSG00000273853	543
ENSG00000273855	442
ENSG00000273858	222
ENSG00000273859	1928
ENSG00000273860	252
